SNOMED,ICD
35545005,H35459
60676002,H35469
41799005,H3550
43105007,H3550
70099003,H3550
247138002,H3550
281411007,H3550
312925009,H3550
314407005,H3550
715562001,H3550
715647007,H3550
716663009,H3550
716775009,H3550
719431007,H3550
719455002,H3550
719520001,H3550
722066001,H3550
723503006,H3550
723828008,H3550
724000006,H3550
725168006,H3550
764939004,H3550
765191009,H3550
770434009,H3550
770667002,H3550
773576000,H3550
774152007,H3550
1172636006,H3550
1208341008,H3550
15665681000119100,H3550
15665721000119100,H3550
15665761000119100,H3550
79556007,H3551
232002000,H3551
232062002,H3551
232063007,H3551
232064001,H3551
232065000,H3551
247182006,H3551
247183001,H3551
247186009,H3551
247187000,H3551
711162004,H3551
770791000,H3551
331381000119100,H3551
334931000119102,H3551
336991000119108,H3551
340541000119108,H3551
343101000119108,H3551
16419781000119100,H3551
16419701000119100,H3551
16419741000119100,H3551
28835009,H3552
57838006,H3552
193415008,H3552
232051002,H3552
232053004,H3552
232055006,H3552
247146001,H3552
399336001,H3552
723999009,H3552
724001005,H3552
725590001,H3552
1010610007,H3552
1172605003,H3552
1220597000,H3552
15699201000119100,H3552
15699241000119100,H3552
15699281000119100,H3552
47673003,H3553
73119000,H3553
193409008,H3553
193410003,H3553
232056007,H3553
232057003,H3553
232058008,H3553
267613004,H3553
312917007,H3553
313003009,H3553
698848005,H3553
35531000119107,H3553
12239101000119100,H3553
15628611000119100,H3553
80328002,H3554
90036004,H3554
232049001,H3554
698847000,H3554
723408004,H3554
723502001,H3554
763387005,H3554
764969006,H3554
770437002,H3554
1187639002,H3554
28998008,H3560
48742005,H3560
63297008,H3560
95688008,H3560
247098001,H3560
247132001,H3560
247133006,H3560
247134000,H3560
247161000,H3560
247233000,H3560
421328004,H3560
11547003,H3562
13937002,H3562
343091000119103,H3563
678051000119107,H3563
678061000119109,H3563
678071000119103,H3563
678081000119100,H3563
678091000119102,H3563
678101000119107,H3563
38599001,H35719
232034009,H35719
312923002,H35719
312924008,H35719
312947009,H35719
312956001,H35719
312957005,H35719
314006008,H35719
314007004,H35719
314008009,H35719
314009001,H35719
786078008,H35719
332091000119105,H35723
337701000119103,H35723
343471000119108,H35723
11391004,H35729
25506007,H35729
232067008,H35729
232068003,H35729
232069006,H35729
247156002,H35729
247158001,H35729
247159009,H35729
314026007,H35729
50165004,H35731
332491000119104,H35731
338101000119103,H35732
334891000119105,H35733
340501000119106,H35733
343871000119105,H35733
345811000119101,H35733
6141006,H3581
28391008,H3581
37231002,H3581
39832008,H3581
54388004,H3581
193387007,H3581
248506002,H3581
312921000,H3581
312922007,H3581
432789001,H3581
15639131000119100,H3581
15639181000119100,H3581
312916003,H3582
1222665003,H3582
15997471000119100,H3582
15997511000119100,H3582
15997551000119100,H3582
37480005,H3589
49473001,H3589
78523004,H3589
87194000,H3589
95221007,H3589
95689000,H3589
95693006,H3589
95694000,H3589
95696003,H3589
95697007,H3589
95699005,H3589
95700006,H3589
95701005,H3589
95702003,H3589
95703008,H3589
193428001,H3589
193690006,H3589
193691005,H3589
231995008,H3589
232030000,H3589
232031001,H3589
232032008,H3589
232066004,H3589
247096002,H3589
247101002,H3589
247102009,H3589
247131008,H3589
247139005,H3589
247140007,H3589
247144003,H3589
247150008,H3589
247151007,H3589
247152000,H3589
247155003,H3589
247157006,H3589
247163002,H3589
247164008,H3589
247184007,H3589
312961004,H3589
313164002,H3589
314004006,H3589
314437001,H3589
366042000,H3589
399861008,H3589
405722004,H3589
414639009,H3589
421506003,H3589
421689001,H3589
421843005,H3589
423084001,H3589
423248004,H3589
424338005,H3589
424358006,H3589
424578002,H3589
424956000,H3589
762533006,H3589
783612007,H3589
103841000119102,H3589
335391000119100,H3589
341001000119105,H3589
342651000119105,H3589
15990431000119100,H3589
15997751000119100,H3589
15663481000119100,H3589
15663521000119100,H3589
15663561000119100,H3589
15708081000119100,H3589
15708121000119100,H3589
15708161000119100,H3589
15732881000119100,H3589
15732921000119100,H3589
15732961000119100,H3589
15911041000119100,H3589
15911111000119100,H3589
15911321000119100,H3589
15911391000119100,H3589
15990391000119100,H3589
15990471000119100,H3589
15997791000119100,H3589
15997831000119100,H3589
15997911000119100,H3589
15997951000119100,H3589
15997991000119100,H3589
29555009,H359
95695004,H359
194043004,H359
309594000,H359
309596003,H359
312999006,H359
677511000119104,H359
677521000119106,H359
15735161000119100,H359
15735241000119100,H359
15998311000119100,H359
15998351000119100,H359
15998391000119100,H359
1003488007,H40001
1003530008,H40001
1003614009,H40002
1003489004,H40003
1003490008,H40003
1003491007,H40003
1003532000,H40003
1003534004,H40003
1003535003,H40003
1003615005,H40003
1003616006,H40003
1003617002,H40003
15635531000119100,H40003
15635571000119100,H40003
15635611000119100,H40003
833278008,H40009
736838001,H40013
737006004,H40013
35472004,H40019
370960006,H40019
15635131000119100,H40033
15635171000119100,H40033
419422001,H40039
444863008,H40039
1111451000000100,H40039
112222000,H40051
15747041000119100,H40053
15746961000119100,H40053
15747001000119100,H40053
264008,H40059
24075007,H40059
418056007,H40059
419005008,H40059
251726002,H40069
1111471000000100,H40069
1111561000000100,H40069
1128111000000100,H40069
1654001,H4010X0
84494001,H4010X0
111513000,H4010X0
787051000,H4010X0
787052007,H4010X0
787055009,H4010X0
787056005,H4010X0
15739801000119100,H4010X0
15739881000119100,H4010X0
77075001,H401120
12239301000119100,H401130
15633281000119100,H401130
15633321000119100,H401130
15640441000119100,H401130
788995007,H401190
1231243004,H401190
50485007,H401210
334321000119101,H401230
339921000119104,H401230
345291000119109,H401230
46168003,H401310
333111000119107,H401330
338721000119108,H401330
344491000119107,H401330
15739041000119100,H401330
111514006,H401410
332871000119103,H401430
338481000119100,H401430
344251000119103,H401430
33647009,H4020X0
392288006,H4020X0
392291006,H4020X0
336031000119105,H4020X0
341641000119100,H4020X0
346861000119107,H4020X0
15736681000119100,H4020X0
15635211000119100,H4020X0
15736441000119100,H4020X0
15736481000119100,H4020X0
15736521000119100,H4020X0
15736761000119100,H4020X0
30041005,H40211
336611000119109,H40213
342221000119104,H40213
347381000119106,H40213
65460003,H40231
334761000119107,H40233
340361000119101,H40233
345701000119106,H40233
66725002,H4030X0
392352004,H4030X0
1231262001,H4030X0
15739441000119100,H4031X0
15739481000119100,H4032X0
29538005,H4040X0
788946007,H4040X0
314033007,H4041X0
331471000119105,H4043X0
337081000119109,H4043X0
343161000119109,H4043X0
21928008,H4050X0
27735002,H4050X0
66747002,H4050X0
95250000,H4050X0
95717004,H4050X0
232083008,H4050X0
232088004,H4050X0
275477002,H4050X0
314784002,H4050X0
392300000,H4050X0
404648005,H4050X0
415501002,H4050X0
698840003,H4050X0
788945006,H4050X0
788947003,H4050X0
1231271005,H4050X0
15374009,H4051X0
32893002,H4051X0
45623002,H4051X0
193552006,H4051X0
193561006,H4051X0
232086000,H4051X0
333151000119108,H4051X0
15739561000119100,H4051X0
193562004,H4052X0
338761000119103,H4052X0
193553001,H4053X0
334961000119105,H4053X0
340571000119101,H4053X0
345881000119107,H4053X0
348361000119103,H4053X0
348811000119108,H4053X0
349311000119106,H4053X0
15736561000119100,H4053X0
15736601000119100,H4053X0
15736641000119100,H4053X0
15736721000119100,H4053X0
15739201000119100,H4053X0
15739241000119100,H4053X0
15739281000119100,H4053X0
15739321000119100,H4053X0
15739361000119100,H4053X0
15739401000119100,H4053X0
93435005,H4060X0
193548006,H4060X0
715144004,H4060X0
24151000119106,H4061X0
721898008,H4063X0
722321001,H4063X0
722329004,H4063X0
678401000119102,H4063X0
678411000119104,H4063X0
678421000119106,H4063X0
15993671000119100,H4063X0
15993711000119100,H4063X0
15993751000119100,H4063X0
34623005,H40812
678431000119109,H40813
678441000119100,H40813
678451000119103,H40813
29369005,H40829
370504007,H40832
349231000119108,H40833
678471000119107,H40833
678481000119105,H40833
84333006,H4089
92829008,H4089
314017009,H4089
392030001,H4089
15738881000119100,H4089
15738841000119100,H4089
15738921000119100,H4089
21571006,H42
53667005,H42
95213001,H42
193555008,H42
719976001,H42
15739681000119100,H42
15739721000119100,H42
15739761000119100,H42
427300002,H4300
3044008,H4301
331351000119107,H4303
336961000119101,H4303
343071000119104,H4303
31341008,H4310
247097006,H4310
312946000,H4310
331371000119103,H4313
336981000119105,H4313
29297002,H4321
95800001,H4321
348351000119100,H4323
348801000119105,H4323
349301000119108,H4323
28167005,H43312
675451000119106,H43313
675461000119108,H43313
675471000119102,H43313
45715008,H43319
15013002,H43392
347991000119105,H43393
348431000119100,H43393
349061000119107,H43393
679751000119101,H43393
679761000119104,H43393
679771000119105,H43393
162278001,H43399
443142001,H43811
348071000119106,H43811
348521000119104,H43812
348061000119100,H43813
348511000119106,H43813
349081000119103,H43813
349101000119105,H43813
349111000119108,H43813
50801008,H43819
53772007,H43819
60189009,H43819
418996007,H43819
1231447001,H43819
1231448006,H43819
1119266006,H43822
10762111000119100,H43823
10762151000119100,H43823
10762191000119100,H43823
24005006,H43829
247081001,H43829
312901001,H43829
49001006,H4389
95802009,H4389
194151003,H4389
232077005,H4389
247080000,H4389
247082008,H4389
247083003,H4389
247087002,H4389
247090008,H4389
247091007,H4389
247092000,H4389
247093005,H4389
247094004,H4389
247095003,H4389
285654002,H4389
366041007,H4389
416639007,H4389
417393008,H4389
420000008,H4389
420999000,H4389
421517002,H4389
421693007,H4389
421775001,H4389
421956004,H4389
76682005,H439
312771007,H439
418842009,H439
13978000,H44001
15678481000119100,H44001
15681561000119100,H44001
15738681000119100,H44001
15738641000119100,H44002
348381000119107,H44003
348831000119103,H44003
1099241000119100,H44003
15681681000119100,H44003
15738601000119100,H44003
1847009,H44009
41720003,H44009
128351009,H44009
128984004,H44009
314548006,H44009
413583003,H44009
413626002,H44009
413746000,H44009
414491002,H44009
415182001,H44009
711644007,H44009
719386009,H44009
1231258007,H44009
1231260009,H44009
1231276000,H44009
1231279007,H44009
1231280005,H44009
33382000,H44011
333401000119104,H44011
339011000119105,H44012
48142003,H44029
95679004,H44029
333391000119101,H44113
339001000119107,H44113
75614007,H44119
359707007,H44119
733337008,H44119
766933000,H44119
789116000,H44119
1176990003,H44119
312418006,H44129
75315001,H44139
344751000119109,H44139
1833005,H4419
31194008,H4419
312132001,H4419
314547001,H4419
416282001,H4419
721798004,H4419
1163472000,H4419
1163525003,H4419
15678441000119100,H4419
15681721000119100,H4419
232072004,H4420
32022003,H4421
312898002,H4421
846622008,H4421
335471000119108,H4421
846621001,H4422
341081000119102,H4422
345061000119109,H4423
677681000119109,H442A1
677651000119102,H442A2
677621000119105,H442A3
16837401000119100,H442A3
16837461000119100,H442A3
16837521000119100,H442A3
733124000,H442A9
1231253003,H442B9
1231274002,H442D9
62585004,H4430
25277000,H44329
231919003,H44329
348081000119109,H44393
348531000119101,H44393
349121000119101,H44393
52276000,H44399
427055009,H44399
23670006,H4440
450621000124108,H4440
15746881000119100,H4440
15746921000119100,H4440
404675003,H44419
700280001,H44419
53885001,H44422
677291000119105,H44423
677301000119106,H44423
677311000119109,H44423
95255005,H44439
2251002,H44449
19721008,H44449
19144002,H44511
336631000119104,H44513
342241000119105,H44513
347401000119106,H44513
111510002,H44522
677381000119103,H44523
677391000119100,H44523
677401000119103,H44523
28143002,H44529
1229938006,H44529
1361009,H44531
334381000119102,H44533
339981000119100,H44533
345351000119109,H44533
3426005,H44609
49089006,H44619
28946006,H44629
231960005,H44629
231961009,H44629
445921004,H44629
447010005,H44629
56211001,H44639
231969006,H44639
15236003,H44649
231883009,H44649
57129007,H44659
232078000,H44659
88180003,H44699
193300006,H44699
82576008,H44709
95223005,H44709
231959000,H44712
15999591000119100,H44712
11096003,H44719
31550006,H44719
247006009,H44719
251735009,H44719
418036006,H44719
59412005,H44729
78348000,H44739
41708006,H44749
62955002,H44759
312696001,H44759
312697005,H44759
312698000,H44759
23081000119102,H44759
8207002,H44799
93478000,H44819
334041000119105,H44823
339641000119102,H44823
345281000119106,H44823
20842008,H44829
43408002,H4489
246873009,H4489
246921007,H4489
251733002,H4489
301922001,H4489
419627003,H4489
421324002,H4489
422582001,H4489
1141604009,H4489
371405004,H449
73221001,H4600
15631011000119100,H4601
15631051000119100,H4602
432521000124106,H4603
51604006,H4610
128485009,H4610
679691000119100,H4613
679701000119100,H4613
679711000119102,H4613
420920007,H462
717938001,H462
230514006,H468
282806000,H468
312942003,H468
312945001,H468
722606000,H468
66760008,H469
95776004,H469
194065004,H469
1169360001,H469
2691000124105,H469
404659001,H47012
733506009,H47012
735646005,H47013
334651000119101,H47013
340251000119108,H47013
345611000119102,H47013
15731601000119100,H47013
15731641000119100,H47013
16376191000119100,H47013
16376241000119100,H47013
16376391000119100,H47013
14357004,H47019
26520008,H47019
63362009,H47019
230509007,H47019
312915004,H47019
723132004,H47019
860808008,H47019
860884007,H47019
1231226002,H47019
14460007,H47021
334911000119107,H47023
340521000119102,H47023
345831000119106,H47023
16054391000119100,H47033
16054431000119100,H47033
16054471000119100,H47033
95499004,H47039
253238001,H47039
253239009,H47039
724999003,H47039
15731841000119100,H47091
15731801000119100,H47092
15731881000119100,H47093
19735005,H47099
77157004,H47099
230520007,H47099
404660006,H47099
416813006,H47099
428212003,H47099
713417000,H47099
83231000119101,H47099
45177002,H4710
248487006,H4710
312943008,H4710
423341008,H4710
771471002,H4710
870315009,H4710
423488006,H4711
1231725002,H4711
15731241000119100,H4711
15731321000119100,H4711
15930301000119100,H4711
15930341000119100,H4711
15930381000119100,H4711
424497004,H4712
424669003,H4713
72983001,H47149
87764000,H47149
76976005,H4720
95775000,H4720
247219000,H4720
359683002,H4720
15632811000119100,H4720
15632851000119100,H4720
21098003,H47219
2065009,H4722
26360005,H4722
58610003,H4722
715374003,H4722
717336005,H4722
717975006,H4722
719430008,H4722
719517009,H4722
721200000,H4722
770723007,H4722
783065004,H4722
838307002,H4722
838345001,H4722
1156823006,H4722
1197151003,H4722
1222655009,H4722
344271000119107,H4722
15632891000119100,H4722
15699081000119100,H4722
15699121000119100,H4722
15699161000119100,H4722
1207009,H47239
95774001,H47239
24003004,H47291
111527005,H47291
348051000119102,H47293
348131000119109,H47293
348501000119108,H47293
348581000119100,H47293
349161000119106,H47293
680991000119108,H47293
19448008,H47299
123615007,H47299
230511003,H47299
312944002,H47299
33629003,H47321
678011000119106,H47321
678001000119108,H47322
333551000119104,H47323
339161000119107,H47323
